,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,maintenance_fee,furnishing,state
1157,/property/pasir-gudang/sale-8497239/,"Taman Nusa Damai, Pasir Gudang",Semi-detached House  , 330000,"jalan sentosa 20, Taman Nusa Damai, 81700, Johor ", -, 2040 ,3,2," 1,487 ",Residential,Freehold,-,-,Partly Furnished, Johor
1158,/property/skudai/sale-8471219/,"TAMAN PULAI PERDANA, Skudai",2-sty Terrace/Link House | Intermediate  , 530000,"TAMAN PULAI PERDANA, TAMAN PULAI PERDANA, 82000, Johor ", 1724 sq. ft., 1725 ,4,3," 2,389 ",Residential,Freehold,-,-,Partly Furnished, Johor
1159,/property/damansara-jaya/sale-7487556/,"Petaling Jaya, Damansara Jaya",1-sty Terrace/Link House | Corner  , 2100000,"Petaling Jaya, 47400, Selangor ", 2200 sq. ft., 3800 ,4+1,3," 9,464 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1160,/property/ara-damansara/aragreens/sale-8471033/,"Aragreens, Ara Damansara",2-sty Terrace/Link House | EndLot  , 598000,"Jalan Pju 1A/3, Ara Damansara, 47301, Selangor ", 709 sq. ft., -,2,1," 2,695 ",-,Freehold,-,-,Partly Furnished, Selangor
1161,/property/taman-tun-dr-ismail/sale-8471035/,Taman Tun Dr Ismail,2-sty Terrace/Link House  , 4000000,Kuala Lumpur , 4500 sq. ft., 6560 ,5+1,5," 18,027 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1162,/property/klcc/the-mews/sale-6687077/,"The Mews, KLCC",2-sty Terrace/Link House | Corner  , 1280000,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur ", 925 sq. ft., -,1,1," 5,769 ",Residential,Freehold,RM 1380,-,Fully Furnished, Kuala Lumpur
1163,/property/klcc/aria/sale-8099673/,"Aria, KLCC",Condominium  , 1750000,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur ", 1159 sq. ft., -,2+1,2," 7,887 ",Residential,Freehold,RM 1500,-,Fully Furnished, Kuala Lumpur
1164,/property/tanjong-tokong/andaman-quayside/sale-7233402/,"Andaman Quayside , Tanjung Tokong, Tanjong Tokong",Bungalow  , 1430000,"Lorong Seri Tanjung Pinang, Tanjung Tokong, 11200, Penang ", 1123 sq. ft., -,1,1," 6,445 ",-,-,-,-,Fully Furnished, Penang
1165,/property/cyberjaya/lake-view-residency/sale-8241258/,"Lake View Residency, Cyberjaya",2-sty Terrace/Link House  , 388000,"Jalan Cyber Suria, Cyberjaya, 63000, Cyberjaya, 63000, Selangor ", 1010 sq. ft., -,3,2," 1,749 ",Residential,Freehold,-,-,-, Selangor
1166,/property/cyberjaya/sale-7009802/,"Setia Eco Glades @ Cyberjaya, Cyberjaya",Serviced Residence | EndLot  , 989888,"Cyberjaya, 63000 Selangor, Setia Eco Glades @ Cyberjaya, Selangor ", 2400 sq. ft., 24x80 ,4,4," 4,461 ",Residential,Freehold,-,-,-, Selangor
1167,/property/kl-sentral/suasana-sentral-loft/sale-6645969/,"Suasana Sentral Loft, KL Sentral",Condominium | Corner  , 1250000,"9, Jalan Stesen Sentral 5, KL Sentral, 50450, Kuala Lumpur ", 1459 sq. ft., -,2+1,3," 5,634 ",Residential,Freehold,RM 857,-,Fully Furnished, Kuala Lumpur
1168,/property/kl-sentral/the-sentral-residences/sale-6271948/,"The Sentral Residences, KL Sentral",Condominium  , 1360000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ", 1087 sq. ft., -,1+1,1," 6,129 ",Residential,Freehold,RM 1250,-,Fully Furnished, Kuala Lumpur
1169,/property/iskandar-puteri-nusajaya/sale-8470710/,"Nusa Bestari Skudai Bukit Indah Tampoi, Iskandar Puteri (Nusajaya)",Condominium  , 485000,"Nusa Bestari Skudai Bukit Indah Tampoi, 79150, Johor ", 2100 sq. ft., 2100 ,3,2," 2,186 ",Residential,Freehold,-,-,Partly Furnished, Johor
1170,/property/iskandar-puteri-nusajaya/sale-8469166/,"Horizon Hills 2 Storey Bungalow, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House  , 3500000,"Horizon Hills 2 Storey Bungalow, 79100, Johor ", 5500 sq. ft., 8567 ,5+1,7," 15,774 ",Residential,-,-,-,Unfurnished, Johor
1171,/property/wangsa-maju/quinn-residence/sale-8337561/,"Quinn Residence, Taman Wangsa Maju, Wangsa Maju",Condominium  , 444800,"Jalan Wangsa Perdana 1, Taman Wangsa Maju, 53300, Kuala Lumpur ", 800 sq. ft., -,3,2," 2,005 ",Commercial,Leasehold,-,-,Partly Furnished, Kuala Lumpur
1172,/property/kota-damansara/sale-8014966/,"TROPICANA INDAH, Kota Damansara",Bungalow  , 3100000,"CASABELLA POLO, TROPICANA INDAH, 47810, Selangor ", 6400 sq. ft., 5800 ,7,7," 13,971 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1173,/property/klcc/stonor-3/sale-8349348/,"Stonor 3, KLCC",Condominium | Corner  , 1350000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur ", 873 sq. ft., -,2,2," 6,084 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1174,/property/klcc/aria/sale-8339840/,"Aria, KLCC",2-sty Terrace/Link House  , 2000000,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur ", 1502 sq. ft., -,3+1,3," 9,014 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1175,/property/ara-damansara/sale-7415948/,"SERI PILMOOR, Ara Damansara",Condominium | Corner  , 6590000,"Ara Damansara, SERI PILMOOR, 47301, Selangor ", 8350 sq. ft., 12000 ,6+1,7," 29,700 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1176,/property/pasir-gudang/sale-8470589/,"Taman Scientex, Pasir Gudang, Pasir Gudang",Bungalow  , 490000,"Jalan Bayan, Taman Scientex, Taman Scientex, Pasir Gudang, 81750, Johor ", 2080 sq. ft., 2080 ,4,3," 2,208 ",Residential,Freehold,-,-,Partly Furnished, Johor
1177,/property/petaling-jaya/sale-8111490/,"DAMANSARA LAGENDA, Petaling Jaya",1-sty Terrace/Link House  , 4580000,"DAMANSARA LEGENDA DAMANSARA IDAMAN, DAMANSARA LAGENDA, 47301, Selangor ", 6100 sq. ft., 5600 ,6+1,7," 20,641 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1178,/property/mont-kiara/arte-mont-kiara/sale-7827079/,"Arte Mont Kiara, Mont Kiara",Semi-detached House | Intermediate  , 740500,"Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, Mont Kiara, 50480, Kuala Lumpur ", 886 sq. ft., -,2,2," 3,337 ",-,Leasehold,-,-,Partly Furnished, Kuala Lumpur
1179,/property/alor-setar/sale-8470437/,"Taman Damai, Alor Setar",Bungalow  , 370000,"Taman Damai, Kedah ", -, 4693.065 ,3,2," 1,668 ",Residential,Freehold,-,-,Partly Furnished, Kedah
1180,/property/tropicana/tropicana-grande/sale-8470186/,"Tropicana Grande, Tropicana",Serviced Residence  , 4590000,"Persiaran Tropicana, Tropicana, 47410, Selangor ", 4500 sq. ft., -,4+2,6," 20,686 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1181,/property/klcc/aria/sale-8463711/,"Aria, KLCC",3 Storey Superlink Homes  , 2000000,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur ", 1502 sq. ft., -,3,3," 9,014 ",-,Freehold,-,-,-, Kuala Lumpur
1182,/property/bukit-rahman-putra/sale-8465157/,Bukit Rahman Putra,Semi-detached House | Intermediate  , 495000,"Bukit Rahman Putra, Selangor ", 1675 sq. ft., 20x65 ,4,3," 2,231 ",Residential,Malay Reserved Land,-,-,Unfurnished, Selangor
1183,/property/shah-alam/sale-8345533/,"ALAM D16 D'16 RESIDENCY, Seksyen 16,, Shah Alam",Condominium  , 575000,"Alam D16, Shah Alam, Ken Rimba, Seksyen 16, Alam Impian, Seksyen 7, Bukit Bandaraya, Cahaya Alam, ALAM D16 D'16 RESIDENCY, Seksyen 16,, 40200, Selangor ", 2060 sq. ft., 20x65 ,4,3," 2,591 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1184,/property/kl-sentral/the-sentral-residences/sale-8470250/,"The Sentral Residences, KL Sentral",Condominium  , 1350000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ", 1119 sq. ft., -,1+1,1," 6,084 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
1185,/property/johor-bahru/sale-8459098/,"Taman Mount Austin, Johor Bahru",Serviced Residence  , 620000,"jalan mutiara emas 10/18, Taman Mount Austin, 81100, Johor ", 1540 sq. ft., -,4,4," 2,794 ",Residential,Freehold,RM 402.6,-,Partly Furnished, Johor
1186,/property/tropicana/sale-6289841/,Tropicana,2-sty Terrace/Link House  , 6150000,"TROPICANA, TROPICANA, 47410, Selangor ", 8000 sq. ft., 8300 ,6+1,6," 27,717 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1187,/property/tropicana/sale-8281231/,"TROPICANA DAMANSARA, Tropicana",2-sty Terrace/Link House | Intermediate  , 2350000,"TROPICANA, TROPICANA DAMANSARA, Selangor ", 4100 sq. ft., 4000 ,4+1,5," 10,591 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1188,/property/masai/taman-plentong-utama/sale-8249088/,"Taman Plentong Utama, Taman Plentong Utama, Masai",Serviced Residence | Corner  , 95000,"Jalan Bunga Daisi 8, Taman Plentong Utama, 81750, Johor ", 750 sq. ft., -,3,2, 428 ,Residential,Leasehold,-,-,Partly Furnished, Johor
1189,/property/sentul/the-fennel/sale-7834083/,"The Fennel, Sentul Selatan, Sentul",2-sty Terrace/Link House | Intermediate  , 790000,"Jalan Enam, Sentul Selatan, 51000, Kuala Lumpur ", 1237 sq. ft., -,3,3," 3,560 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
1190,/property/tampoi/pulai-view/sale-8233687/,"Pulai View, Tampoi",Bungalow  , 299000,"Jalan Skudai, Tampoi, 81200, Johor ", 1166 sq. ft., -,3,2," 1,348 ",Commercial,Leasehold,-,-,Partly Furnished, Johor
1191,/property/skudai/sri-bayu/sale-8119229/,"Sri Bayu, Bandar Selesa Jaya, Skudai",Apartment | Intermediate  , 199000,"Jalan Silat Harimau 21, Bandar Selesa Jaya, 81300, Johor ", 829 sq. ft., -,3,2, 897 ,Residential,Freehold,-,-,Partly Furnished, Johor
1192,/property/kota-damansara/sale-7593442/,"Bayu Damansara, Kota Damansara",2-sty Terrace/Link House | EndLot  , 1550000,"jalan kenyalang 11/9, Bayu Damansara, Selangor ", 2900 sq. ft., 3000 ,4+1,3," 6,986 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1193,/property/horizon-hills/sale-6437496/,"Horizon Hill The hill , Horizon Hills",Bungalow  , 3650000,"Horizon Hill The hill , Johor ", 6398 sq. ft., 7659 ,6,6," 16,450 ",-,Freehold,-,-,-, Johor
1194,/property/horizon-hills/sale-8444763/,"Horizon Hills VALLEY WEST, Horizon Hills",Serviced Residence  , 930000,"Jalan Gita, horizon hills. nusajaya., Horizon Hills VALLEY WEST, 79100, Johor ", 2660 sq. ft., 2590 ,4+1,4," 4,191 ",Residential,Freehold,-,-,Partly Furnished, Johor
1195,/property/masai/sale-8258336/,"Bandar Seri Alam Citrine Residenz , Masai",2-sty Terrace/Link House | EndLot  , 650000,"Jalan Persiaran Sinaran Ilmu, Bandar Seri Alam Citrine Residenz , 81750, Johor ", 1726 sq. ft., 40x65 ,4,3," 2,929 ",Residential,Freehold,-,-,Unfurnished, Johor
1196,/property/masai/sale-8222928/,"Bandar Seri Alam Citrine Residenz, Masai",2-sty Terrace/Link House | Corner  , 518000,"Jalan Persiaran Sinaran Ilmu, Bandar Seri Alam Citrine Residenz, 81750, Johor ", 1726 sq. ft., 20x65 ,4,3," 2,335 ",Residential,Freehold,-,-,Unfurnished, Johor
1197,/property/kulai/sale-7293299/,"Taman Kulai Pertama KOTA TESCO , Kulai",Condominium  , 438000,"Jalan Rusa , Taman Kulai Pertama KOTA TESCO , 81000, Johor ", 1540 sq. ft., 22x70 ,4,3," 1,974 ",Residential,Freehold,-,-,Partly Furnished, Johor
1198,/property/bandar-utama/sale-8443188/,"bu6, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1750000,"jalan bu6, bu6, 47800, Selangor ", 3000 sq. ft., 22x75 ,5,4," 7,887 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1199,/property/klcc/marc-residence/sale-6808466/,"Marc Residence, KLCC",2-sty Terrace/Link House | Intermediate  , 1300000,"No. 3 Jalan Pinang, KLCC, 50450, Kuala Lumpur ", 854 sq. ft., -,2,2," 5,859 ",Commercial,Freehold,RM 1400,-,Fully Furnished, Kuala Lumpur
1200,/property/skudai/sale-8105320/,"Skudai Taman Nusa Bestari 2 NB 2, Skudai",2.5-sty Terrace/Link House | Intermediate  , 480000,"Jalan NB2 1/3, Skudai Taman Nusa Bestari 2 NB 2, 81300, Johor ", 2100 sq. ft., 30x70 ,3,2," 2,163 ",Residential,Freehold,-,-,Partly Furnished, Johor
1201,/property/klcc/marc-residence/sale-6805267/,"Marc Residence, KLCC",Serviced Residence  , 1200000,"No. 3 Jalan Pinang, KLCC, 50450, Kuala Lumpur ", 872 sq. ft., -,2,2," 5,408 ",Residential,Freehold,RM 1376,-,Fully Furnished, Kuala Lumpur
1202,/property/klcc/marc-residence/sale-6470458/,"Marc Residence, KLCC",Serviced Residence  , 1450000,"No. 3 Jalan Pinang, KLCC, 50450, Kuala Lumpur ", 872 sq. ft., -,2,2," 6,535 ",-,Freehold,RM 1490,-,Fully Furnished, Kuala Lumpur
1203,/property/pasir-gudang/sale-8497121/,"Scientex Taman Nusa Damai, Pasir Gudang",1-sty Terrace/Link House | EndLot  , 330000,"Jalan Sentosa Taman Nusa Damai, Scientex Taman Nusa Damai, 81700, Johor ", 2040 sq. ft., 34x60 ,3,2," 1,487 ",Residential,Freehold,-,-,Partly Furnished, Johor
1204,/property/klcc/marc-residence/sale-6463668/,"Marc Residence, KLCC",Serviced Residence  , 2050000,"No. 3 Jalan Pinang, KLCC, 50450, Kuala Lumpur ", 1550 sq. ft., -,3+1,3," 9,239 ",-,Freehold,RM 1355,-,-, Kuala Lumpur
1205,/property/klcc/marc-residence/sale-5196950/,"Marc Residence, KLCC",Serviced Residence  , 1500000,"No. 3 Jalan Pinang, KLCC, 50450, Kuala Lumpur ", 1067 sq. ft., -,2,2," 6,760 ",Commercial,Freehold,RM 1400,-,Fully Furnished, Kuala Lumpur
1206,/property/cheras/sale-7189023/,"Cheras Batu 9, Cheras",Serviced Residence  , 1100000,"Cheras Perdana , Cheras Batu 9, 43200, Selangor ", 3500 sq. ft., 35X80 ,5,3," 4,958 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1207,/property/bandar-utama/sale-8295824/,"BU6, Bandar Utama, Petaling Jaya, Bandar Utama",2-sty Terrace/Link House | Corner  , 1630000,"Bandar Utama BU6, BU 6, BU6, Bandar Utama, Petaling Jaya, 47800, Selangor ", 3100 sq. ft., 22x75 ,5,4," 7,346 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1208,/property/johor-bahru/r-f-princess-cove/sale-7991686/,"R&F Princess Cove, Johor Bahru",Serviced Residence  , 812000,"Jalan Tanjung Puteri, Johor Bahru, Johor ", 835 sq. ft., -,2,2," 3,660 ",Residential,Freehold,-,-,Partly Furnished, Johor
1209,/property/taman-tun-dr-ismail/sale-8338989/,"Athinahapan Field/Park, TTDI, KL, Taman Tun Dr Ismail",Serviced Residence  , 1830000,"Athinahapan Field/Park, TTDI, KL, Kuala Lumpur ", 2500 sq. ft., 24x75 ,4,3," 8,248 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1210,/property/klcc/mercu-summer-suites/sale-3889988/,"Mercu Summer Suites, KL City, KLCC",Semi-detached House | EndLot  , 470000,"Jalan Cendana, KL City, 50250, Kuala Lumpur ", 493 sq. ft., 493 ,Studio,1," 2,118 ",Residential,Leasehold,-,-,Partly Furnished, Kuala Lumpur
1211,/property/klcc/mercu-summer-suites/sale-3889988/,"Mercu Summer Suites, KL City, KLCC",Serviced Residence | Intermediate  , 470000,"Jalan Cendana, KL City, 50250, Kuala Lumpur ", 493 sq. ft., 493 ,Studio,1," 2,118 ",Residential,Leasehold,-,-,Partly Furnished, Kuala Lumpur
1212,/property/cyberjaya/mutiara-ville/sale-6620340/,"Mutiara Ville, Cyberjaya",Condominium  , 360000,"Persiaran Sepang Off Persiaran Multimedia,, Cyberjaya, 63000, Selangor ", 1000 sq. ft., -,3,2," 1,622 ",Residential,Freehold,-,-,-, Selangor
1213,/property/petaling-jaya/ryan-miho/sale-7070534/,"Ryan & Miho, PJS 13, Petaling Jaya",Serviced Residence | Intermediate  , 591005,"Jalan Universiti, PJS 13, 46200, Selangor ", 818 sq. ft., -,3,2," 2,664 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1214,/property/taman-tun-dr-ismail/sale-6691787/,Taman Tun Dr Ismail,1.5-sty Terrace/Link House  , 1850000,"Jalan Athinahapan, Taman Tun Dr Ismail, 60000, Kuala Lumpur ", -, 24x85 ,4+1,3," 8,338 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1215,/property/klcc/mercu-summer-suites/sale-8336729/,"Mercu Summer Suites, KL City, KLCC",2-sty Terrace/Link House  , 470000,"Jalan Cendana, KL City, 50250, Kuala Lumpur ", 493 sq. ft., -,Studio,1," 2,118 ",Commercial,Leasehold,-,-,Partly Furnished, Kuala Lumpur
1216,/property/kota-damansara/cyperus-tropicana-gardens/sale-6748099/,"Cyperus @ Tropicana Gardens, Kota Damansara",Serviced Residence | Intermediate  , 1350000,"Persiaran Surian, Kota Damansara, 47410, Selangor ", 1398 sq. ft., -,3+1,3," 6,084 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1217,/property/damansara-heights/sale-8365167/,"Bukit Damansara, KL, Damansara Heights",2-sty Terrace/Link House  , 5200000,"Bukit Damansara, KL, Kuala Lumpur ", 9100 sq. ft., 9100 ,0,0," 23,436 ",-,-,-,-,-, Kuala Lumpur
1218,/property/petaling-jaya/sale-8246315/,"Tropicana Golf Country Resort, Tropicana, Petaling Jaya",Serviced Residence | Corner  , 4050000,"Tropicana Golf Country Resort, Tropicana, 47410, Selangor ", -, 7147 ,5+2,6," 18,253 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1219,/property/johor-bahru/sale-8444998/,"Bandar Dato Onn Perjiranan 12, Johor Bahru",Bungalow Land | Corner  , 630000,"Bandar Dato Onn Perjiranan 12, Bandar Dato Onn Perjiranan 12, 81100, Johor ", 2109 sq. ft., -,4,4," 2,839 ",Industrial,Freehold,-,-,-, Johor
1220,/property/permas-jaya/sale-8444893/,Permas Jaya,Bungalow  , 388000,"Permas Jaya, Permas Jaya, 81750, Johor ", 1300 sq. ft., 1300 ,3,2," 1,749 ",Residential,Freehold,-,-,Partly Furnished, Johor
1221,/property/kampung-kerinchi-bangsar-south/camellia-serviced-suites/sale-3003218/,"Camellia Serviced Suites, Kampung Kerinchi (Bangsar South)",Semi-detached House  , 570000,"Jalan 112H, Off Jalan Kerinchi, Kampung Kerinchi (Bangsar South), 59200, Kuala Lumpur ", 638 sq. ft., -,1,1," 2,569 ",Residential,Leasehold,-,-,Partly Furnished, Kuala Lumpur
1222,/property/kampung-kerinchi-bangsar-south/the-park-residences-1/sale-7081610/,"The Park Residences 1, Bangsar South, Kampung Kerinchi (Bangsar South)",2-sty Terrace/Link House | Intermediate  , 1400000,"Jalan 112h, Bangsar South, 59100, Kuala Lumpur ", 1910 sq. ft., -,4,3," 6,310 ",-,-,-,-,Fully Furnished, Kuala Lumpur
1223,/property/bandar-kinrara/sale-8444759/,"Taman Kinrara seksyen 2, Bandar Kinrara",1-sty Terrace/Link House | Intermediate  , 429999,"Taman Kinrara seksyen 2, Selangor ", -, 20*70 ,3,2," 1,938 ",Residential,Leasehold,-,-,-, Selangor
1224,/property/setia-alam/sale-8444751/,"Jalan Setia Indah 13, Shah Alam, Setia Alam",Serviced Residence  , 768888,"Jalan Setia Indah 13, Shah Alam, Selangor ", -, 20*70 ,4+1,4," 3,465 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1225,/property/desa-park-city/sale-8444754/,"adora desapark city, Desa ParkCity",Semi-detached House  , 2350000,"adora desapark city, 52200, Kuala Lumpur ", 2400 sq. ft., 1442 ,4+1,4," 10,591 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1226,/property/tanjong-tokong/the-tamarind/sale-8101187/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",Condominium  , 1060000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ", 1241 sq. ft., -,3,2," 4,777 ",-,-,-,-,Partly Furnished, Penang
1227,/property/iskandar-puteri-nusajaya/sale-8444704/,"Bukit Indah 7, Iskandar Puteri (Nusajaya)",1-sty Terrace/Link House  , 650000,"Bukit Indah, Bukit Indah 7, 79100, Johor ", 1460 sq. ft., -,4,3," 2,929 ",Industrial,Freehold,RM 650000,-,-, Johor
1228,/property/jalan-klang-lama-old-klang-road/platinum-arena/sale-7421165/,"Platinum Arena, Old Klang Road, Jalan Klang Lama (Old Klang Road)",2-sty Terrace/Link House | Intermediate  , 450096,"Jalan Klang Lama, Old Klang Road, 58000, Kuala Lumpur ", 907 sq. ft., 907~1028sf ,3,2," 2,029 ",Commercial,Leasehold,RM 570,-,Partly Furnished, Kuala Lumpur
1229,/property/setapak/ascenda-residence-skyarena/sale-5795612/,"Ascenda Residence @ Skyarena, Setapak",3-sty Terrace/Link House | Corner  , 435000,"Jalan Ayer Jerneh, Off Jalan Genting Kelang, Setapak, 53200, Kuala Lumpur ", 1000 sq. ft., -,3,2," 1,960 ",Residential,Leasehold,-,-,Unfurnished, Kuala Lumpur
1230,/property/johor-bahru/sale-8444524/,"molek 1.5 storey for sale, Johor Bahru",Serviced Residence  , 470000,"jalan molek 3, molek 1.5 storey for sale, Johor ", 1540 sq. ft., -,0,0," 2,118 ",-,-,-,-,-, Johor
1231,/property/cheras/emerald-hill/sale-7564932/,"Emerald Hill, Alam Damai, Cheras",Condominium  , 554000,"Jalan Alam Damai, Alam Damai, Kuala Lumpur ", 840 sq. ft., 840-1195 ,2,2," 2,497 ",-,-,-,-,-, Kuala Lumpur
1232,/property/seremban/sale-8261518/,"Taman saga,Taman Bukit Lemon, Seremban",2-sty Terrace/Link House, 558880,"Taman saga,Taman Bukit Lemon, Negeri Sembilan ", -, -,4,4," 2,519 ",Residential,Freehold,-,-,-, Negeri Sembilan
1233,/property/klcc/four-seasons-place/sale-8444320/,"Four Seasons Place, Jalan Ampang, KLCC",Condominium | Corner  , 8800000,"Jalan Ampang, 50450, Kuala Lumpur ", 2888 sq. ft., -,3+1,5," 39,660 ",-,Freehold,-,-,Fully Furnished, Kuala Lumpur
1234,/property/cheras/m-vertica/sale-7467457/,"M Vertica, Taman Maluri, Cheras",2-sty Terrace/Link House  , 433028,"Jalan Cheras, Taman Maluri, 56000, Kuala Lumpur ", 850 sq. ft., 850-1000 ,3,2," 1,952 ",-,-,-,-,-, Kuala Lumpur
1235,/property/damansara-heights/sale-8298498/,"Seri Beringin, Bukit Damansara, Damansara Heights",Condominium  , 7380000,"Jalan Seri Beringin 4, Seri Beringin, Bukit Damansara, Kuala Lumpur ", 4500 sq. ft., 5800 ,4+1,6," 33,261 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1236,/property/kampung-kerinchi-bangsar-south/novum/sale-7604592/,"NOVUM, Kampung Kerinchi, Kampung Kerinchi (Bangsar South)",Bungalow | Intermediate  , 839800,"Jalan Kerinchi, Kampung Kerinchi, 59200, Kuala Lumpur ", 884 sq. ft., -,2,2," 3,785 ",-,Freehold,RM 950,-,Partly Furnished, Kuala Lumpur
1237,/property/johor-bahru/larkin-utama-menara-metro-larkin/sale-8444369/,"Larkin Utama (Menara Metro Larkin), Kampung Datok Larkin, Johor Bahru",2-sty Terrace/Link House  , 198000,"Jalan Tun Abdul Razak, Kampung Datok Larkin, 80100, Johor ", 1078 sq. ft., -,3,2, 892 ,-,-,-,-,-, Johor
